"작성자","평점","좋아요","댓글수","리뷰"
"YoungHoYoon","5.0","0","0","레이첼 맥아담스의 가장 큰 장점이자 매력은
환하게 웃는 모습이다. 시간여행자의 아내에서도 어바웃 타임에서도 그녀의 웃음은
항상 사람들의 마음을 편하게 하는거 같다.
좋은 배우와 좋은 스토리, 최고였다"
"김종엽","5.0","0","0","오랜만에 흐뭇하게 볼 수 있었던 영화"
"야자슈","5.0","0","0","몇 번을 봐도 기분좋은 사랑 이야기. 첫사랑이자 마지막 사랑을 하는 노아와 앨리가 부럽다."
"박소정","5.0","0","0","로맨스가 뻔하다고 생각하지만
그 과정은 어떤 장르보다 뻔하지 않다.
여배우 내 이상형 히히"
"나는 달","3.0","0","0","그냥 그런 로맨스 영화."
"miml","5.0","0","0","레이첼 맥아담스가 가장 아름다웠을때에 찍은 영화라면 바로 노트북이라고 생각한다
옛날인데도 옷도 전혀 촌스럽지않다
두남녀의 7년간의 엇갈린 세월이 안타깝긴했지만 전체적으로 밝고 해피해서 좋다
비맞으면서 감정이격해져 얘기하는 장면이 좋았다"
"Dong Hyun Lee","4.5","0","0","진부한 네러티브, 뻔한 전개. 하지만 열번 백번을 봐도 매번 심장을 져미게 만드는 로맨스 영화의 힘."
"남가현","3.5","0","0","이런 감성의 멜로물이 취향은 아닌데, 빗속에서 두 남녀가 숨겨왔던 미련을 드러내며 나누는 대화가 인상깊었다. 
+개인적으로 이들이 나누는 사랑에 거부감을 느끼진 않았는데. 오히려 지극히 인간적이라고 생각했다."
"이도현","3.0","0","0","변곡하나 여전히 증가하는 당신과의 사랑."
"우쭈쭈우쭈","3.5","0","0","왜 남겨진 사랑은 뒤안길로 사라져야만 해요?"
"35","4.0","0","0","제임스 마스던은 왜이렇게 여자들한테 당하는 불쌍한 역인지... 슈퍼맨한테 마누라뺏기고 엑스맨에서 여친한테찢기고 여기산 전남친한테 약혼녀뺏기고"
"지종현","4.0","0","0","아름다운 영화."
"킹글","4.5","0","0","자기 마음이지만 왜 마음대로 되지않는 것일까
가슴시림에 감사하고 슬퍼한다"
"Taewhan Kim","4.0","0","0","가슴이 저며오는 첫 사랑에 대한 설렘을 잘 담은 영화. 로맨틱 영화에 레이첼 맥아담스라면 반드시 봐야하는 영화임을 다시 한번 증명해줌."
"김아람","5.0","0","0","사랑 그자체"
"최형선","3.0","0","0","여자가 나쁘다고 생각되지만 나라도 그럴것 같은 설득력 남주가 조금 더 매력적이었으면 하는 아쉬움"
"야호","4.0","0","0","애절하고 가슴아픈 영화 여자가 참 배려심없다ㅠㅠ 남자의 수염도 좀 부담스러웠음에도 재밌었다"
"훙다","5.0","0","0","다필요없다 일단 감동하자"
"김대민","4.5","0","0","레이첼 맥아담스 날 가져요 엉엉 ㅠㅜ"
"sil33","5.0","0","0","사랑하는 사람과 함께 보세요 :)"
"이한솔","2.5","0","0","막장드라마 끝에 ""sweetheart."" 때문에 급 눈물터짐"
"조영우","2.5","0","0","뻔한전개"
"선종록","3.5","0","0","이런 사랑 할 수 있을까."
"최영민","3.0","0","0","재밌고 감동적이기도 하지만 론이 안쓰럽다"
"유닝","5.0","0","0","내 인생작"
"보통사람","4.0","0","0","이성이 감정을 이기기는 힘들다..
그 감정이 사랑이라면 당연히..더 그러하다.."
"칸희","4.0","0","0","이 영화로 네가 하려했던 말"
"강현우","5.0","0","0","깊게 누군가를 사랑해봤더라면 한 번쯤 상상해봤을법한 사랑하는 사람과의 행복한 인생, 하지만 뜻대로 안되는 게 인생이라고 ... 진짜 인연이 있다면 언젠간 다시 만나서 그 인생을 이룰 수 있지 않을까 ....."
"민성진","4.5","0","0","사랑하고 싶어지는 아름다운 영화!!"
"이우철","4.5","0","0","레이첼레이첼♥"
"이민커","4.5","0","0","포기하지않는 한 남자의 평생에 걸친 사랑"
"김주현","4.0","0","0","영원한 로맨스사골, 아무리 우리고 우려도 계속 우리 여자들이 이걸 보는 건 언젠간 이런 로맨스가 오기를 죽을때까지 바라니까, 현실은 아니지만요!"
"오주","4.5","0","0","사실 나라면 약혼자랑 결혼할것이다... 주인공보다 잘생겼다"
"Sang-ho Bae","3.5","0","1","어릴적 봤을때의 느낌과 결혼후 봤을때의 느낌이 많이 다르다"
"잡식영화꾼 Filmomnivore","4.0","0","0","가장 통속적인, 너무나 진부한 소재를 매력적인 캐릭터로 극복"
"멍뭉","4.0","0","0","생각보다 슬프지않았다 너무 유명한영화라 기대가컸나보다"
"ziggy","2.5","0","0","첫눈에 반해서 온갖 어려움을 극복하고 만난 운명적사랑이 한날한시에 죽는다는 고전적인 러브스토리는 동서양을 막론하고 통하나보다. 주연들이 잘어울리는게 그나마다행^^;;"
"매미젤라","4.0","0","0","나도 이렇게 살고싶다"
"김상원","5.0","0","0","레이첼 맥아담스 모든 영화 다시보기함. 마지막 테라스에서의 남주 표정이 아른아른"
"김지혜","4.5","0","0","수염..밀어주시떼......
중간중간에 답답하고 그런 장면이 좀 있었지만 전체적으로 봤을때 너무 좋았다"
"황미애","4.0","0","0","항상 로맨스 영화를 꼽자면 자연스레 언급되는 영화
레이첼 맥아담스도 굿ㄱㅈ"
"홍승현","4.0","0","0","정말 사랑한다면 이들처럼 ?
불처럼 뜨겁게 사랑한 젊은날을 떠올리며 
그 시절을 기억할 수 있다는 건 
그토록 소중한 추억이기 때문이다."
"이여준","3.5","0","0","영화,여운이 깊게 오래 남는,잊혀지지않는 최고의 영화."
"김지원","3.0","0","0","노아의 사랑에 박수를"
"시네마 천국","3.0","0","0","중2병 멜로 끝판왕"
"슈리","3.5","0","0","너무 울었네 또"
"최용석","4.0","0","0","신호등을 바라보며 길한복판 누워있던 그들이 너무 이뻤다"
"조영훈","4.0","0","0","가슴 절절한 일편단심 로맨스는 없다.
죽일듯이 싸우고 헤어지고 무뎌지고 잊혀지고
또 다른 사람을 만나 사랑을 키워가더라도
잊혀졌던 서로의 진심이 되살아나는 순간
로맨스의 2막이 시작된다.
누군가를 진심으로 사랑한 적이 있다면."
"송강호프사","5.0","0","0","할아버지 얘기 왜 이렇게 슬프냐...."
"이유민","3.0","0","0","진실한 사랑이 주는 힘은 위대하다.
나도 하고싶다."
"여경","4.5","0","1","4.2정도 주고 싶은데 왓챠는 소수점이 정해져있어서 만족스럽게 평가하기가 매우 힘들다."
"DALDREAM","3.0","0","0","내로남불 ㄷㄷㄷ
다만 무방비였던 노후에 대하여 두려움을 느꼈다"
"최현범","4.0","0","0","첫사랑과 마지막 사랑의 적절한 조합. ."
"융융222","4.0","0","0","레이첼 맥아담스 해맑은 표정 너무 예뻐서 사랑에 빠질 수 밖에 없을 것 같다. 둘다 사랑한다는 말에 이거 무슨 아내가 결혼했다인가 싶었지만 노아의 일편단심에 내마음은 사르르. (+약혼자 의문의 1패)"
"조영환","5.0","0","0","시대배경도 언어도 다르지만
사랑이라는 감정은 모든것을 초월한다."
"찡긋","5.0","0","0","눈물 펑펑 ㅠㅠ 인생 영화
진실된 사랑이 바로 이게 아닐까??
보고 또 봐도 감동이 물밀듯 들어옴 훅훅"
"오수환","5.0","0","0","이런 사랑을 해본 추억이 있는 사람이라면 그 사랑이 결실을 맺었든 그렇지 못했든, 공감 할 수 있는 영화다."
"희수","5.0","0","0","사랑."
"코만","4.0","0","0","비오는 날씨에 둘이 부둥켜 안는 씬은 명장면"
"장유진","4.0","0","0","이들의 사랑에 비하면 나는 참 이기적으로 사랑을 해왔다. 그들이 원하는 것은 오직 '서로' 일 뿐."
"오현빈","5.0","0","0","이게 바로 영원한 사랑"
"김휘래","4.5","0","0","영화로 들려준 누군가의 진솔한 첫사랑의추억인듯"
"노는부위","4.0","0","0","참재밌는 이야기를 들었네요. 그런데 당신은 누구시죠?"
"cecile","3.5","0","0","대체!!!둘이 이렇게나 잘 어울리는데!!왜 헤어진거냐!!!!!아!!!"
"도헌킴","3.5","0","0","영화니까..."
"조경원짱","5.0","0","0","진정한 사랑을 해 본 사람은 이미 기적을 경험한 것이다."
"송안국","4.0","0","1","오랫동안 잔잔히 타다가 식어버린
젊은 날의 순수했던 불장난."
"SO","5.0","0","0","엉엉 울면서 본 영화이자 정말 따뜻해지는 로맨스."
"구야","4.0","0","0","라이언의 눈빛이진짜이게남자의눈빛이구나.... 7년전과후가 와 너무좋다"
"YC","5.0","0","0","저리도록"
"고진솔","5.0","0","0","장르는 판타지"
"김상선","2.5","0","0","음..........나랑은 않맞는거같어"
"Sienna","5.0","0","0","'젊음 사랑 영원' 세가지 단어를 하나하나 풀어 간 인생 영화! 어릴때 봤을땐 진정 아름다운 사랑이라며 동경하던 영화, 삼십대에 느낀 이 영화는 또 다르게 다가온다, 과연 이러한 사랑이 현실적으로 얼마나 이뤄질수 있을까,"
"김은서","5.0","0","0","내가 본 로맨스 영화 중에서 최고이다"
"민뚱","5.0","0","0","영원한 사랑 , 소망"
"꽁꽁","2.5","0","0","치매는 무섭고 할아버지는 멋있다"
"말랑한바람","3.0","0","0","창밖너머 먼 곳을 바라보고 있는 노부인에게 갑자기 찾아온 낯선 노신사가 노트북에 쓰여 있는 로맨틱한 이야기를 들려준다. 불안한 눈빛으로 노신사를 경계하면서도 점차 이야기 속으로 빠져들게 된 노부인은 그의 말 한마디 한마디에 의미를 담아 머릿속에 아름다운 그림으로 그려낸다. 영화는 그 그림 속 아름다웠던 시절의 청춘들을 비춰 보여주는데 장르와 잘 어울리게 로맨틱하다가도 어떤 부분에선 소름끼칠 만큼 현실적이기도 해. 내가 개인적으로 이 영화를 보며 가장 감정 이입 되었던 대상은 아이러니 하게도 노아도, 앨리도, 약혼남도, 그들의 부모들도 아닌 앨리 엄마의 20여년 전 남자친구였어. 그런 용도로 쓰임 당하다니 정말 맙소사다.."
"박차오름","4.0","0","0","헤어질 때 레이첼의 연기에
심하게 감정이입 해서
다른 남자를 만났을 때
가슴 속부터 배신감이 느껴졌다."
"김범수","4.5","0","0","""I think our love can do anything we want it to""
진짜 너무 부러운 말이었다. 그리고 여태까지 본 영화들 중에 가장 잔인하게 저며오는 재즈 사운드도 잊기 힘들었다. 별 반개는 남주의 편지내용이 살짝 너무 성숙하다고 해야할까"
"김명섭","4.0","0","0","군대에서 봐서 너무 슬펐다"
"무지개새","4.0","0","0","가슴 징한 이야기"
"광대소년","3.5","0","0","흘러갈데로 흘러갔다."
"혜니","5.0","0","0","아련하고 너무예뻤던영화...레이첼온니 날가져여"
"서원재","5.0","0","0","한 남자가 한 여자를 평생을 사랑하는 영화.
주제가 평범하지만 볼때마다 가슴떨리는 영화."
"김희성","4.5","0","0","사랑에 대한 믿고 싶은 기적."
"Hwisper","5.0","0","0","네가 나에게 아파한만큼
내가 네게 상처준걸 아파할 것이다.
네가 누군가를 사랑 할 시간만큼.
나를 사랑한만큼 너를 사랑하고 있을것이다."
"jb","3.5","0","0","이 영화가 왜 그렇게 언급되는지 잘 모르겠다. 후반부에 노아가 앨리를 붙잡을 때 하는 고백이 상당히 인상깊긴 하다."
"김지훈","4.5","0","0","다시 사랑할 수 있다면"
"쎌림","5.0","0","0","레이첼 맥아담스의 로맨스는 진짜 톱 오브 톱. 예쁜 사랑 영화."
"Budapest","3.5","0","0","헐리우드의 멜로란 이런 것"
"임청운","4.5","0","0","멜로 영화의 정석이라고 할수 있을법한 감동, 그리고 진부함."
"윤석영","4.5","0","0","레이첼 맥아담스가 달려와 키스하는 장면에서 이미 별 4개가 넘어가고 있었다."
"김동균","4.0","0","0","나의 20대는 레이첼로 가득했다"
"박진원","3.0","0","0","나는 그렇게 많이 느껴지진 않았는데.."
"찡찡","4.5","0","0","잔잔하고 여운이 남는 영화
영화자체는 기승전결도 있고 깔끔했다"
"PY","4.5","0","0","how lovely they are! 빗속에서 키스하는 장면은 MTV연말 시상식에서 Best Kissing scenes award를 수상하기도 했답니다!"
"Gozetto","3.5","0","0","언제까지나 당신을 기억할 노트북"
"20151031","5.0","0","0","언제봐도 사랑스러운 영화. 지금까지 본영화중 로맨스는 이영화가 최고다."
"김인기","5.0","0","0","인생로멘스"
"신중히 고른 작품 하나 하나","5.0","0","0","너무 소중한 사랑이었다.
I always come back."
"박은학","3.5","0","0","""가슴 저미도록 아름다운 첫사랑과 살아간다면 어떨까""
를 알려주는 영화.  사랑에 인생을 걸 수 있다면...."
"YejinJeong","4.5","0","0","자신의 모든걸 걸고하는 후회없는 사랑은 아름답다"
"유너니","4.0","0","0","엉엉ㅠㅠ눈물콧물 다흘리며 본영화"
"박상훈","4.0","0","0","첫사랑을 해본 모든 사람들을 위한 영화"
"심재욱","5.0","0","0","본 받고 싶은 한 평생의 사랑"
"김하림","5.0","0","0","늘빛이가 생각나는 영화. 
짧고 뜨거운 겨울을 보내며
헤어지고 다시만나고. 
어제 다시 잘해보고 싶다는 전화를 받고 나서 보는 영화라 그런지 감회가 더 남다르다. 
영원한 사랑이란게 현실에서도 존재할까. 
아무래도 여운이 많이 남을 듯.."
"하인우","보고싶어요","0","0","레이첼 맥아담스가 나오는 멜로에 다른 수식어는 필요 없음"
"제하","5.0","0","0","아진짜 ㅠㅠ 로맨스 갑오브갑중에 하나인것같아요 가슴이 찡~해진달까"
"Hana Yi","3.5","0","0","절절 이런류 안좋아하는데 재밌게 봄"
"민주","5.0","0","0","열번 봐도 좋다 처음부터 끝까지.
이런 사랑."
"태현","5.0","0","0","언제봐도 촌스럽지않고, 절대 지루하지않았던 아름다운 멜로 영화"
"김태경","5.0","0","0","사랑...
알고싶다"
"Jenn","4.0","0","0","충분히 설레이고 충분히 애절하다."
"정창원","3.0","0","0","아프고 힘든건 모두 남자가"
"장현민","4.5","0","0","이건 뭐..."
"김소연","4.5","0","0","사랑은 돌아온다는거야ㅠㅠㅠㅠㅠ"
"노형준","5.0","0","0","진정으로 사랑하는 사람이 이 세상에 존재한다는 것은 행복한 일."
"jude","2.5","0","0","전개는 급작스럽고 주인공들이 지은 감정의 집은 허술하다. 너무 푹 익어 물러져 버린 복숭아 한 알."
